,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,JNJ,V,PG,JPM,NVDA,UNH,MA,HD,VZ,DIS,NFLX,ADBE,PYPL,CRM,MRK,T,INTC,PFE,CMCSA,BAC,WMT,KO,PEP,ABT,CSCO,XOM,TMO,ABBV,MCD,COST,ACN,CVX,AMGN,MDT,AVGO,NKE,NEE,BMY,UNP,LIN,LLY,TXN,QCOM,DHR,PM,LOW,HON,ORCL,UPS,AMT,IBM,C,SBUX,LMT,MMM,AMD,FIS,CHTR,WFC,RTX,BA,BLK,NOW,INTU,SPGI,ISRG,MDLZ,GILD,CAT,MO,CVS,BKNG,ZTS,PLD,TGT,BDX,AXP,ANTM,VRTX,TJX,CCI,DE,D,EQIX,TMUS,APD,CL,CI,SYK,GS,MS,CME,DUK,ATVI,ADP,BSX
1,-0.2914293240108401,-0.050111986277173906,-0.1390932160157843,-0.16054184938231245,0.18539566480149475,0.12395377422448448,-0.31911602201742617,-0.23021218874574506,0.7979765925090553,0.857497697674775,0.2624661086166732,1.5462166927975192,0.08491577472798914,-0.3600395619111514,1.3745218326033384,-0.8781239362960248,0.7458018340156678,-0.4419830075259266,0.07503112599848971,0.33552534452202515,1.7439259129037463,-1.1450476171722397,0.8494879627954289,-0.3599927879418644,-0.01896994538778629,0.8953153607372197,-0.5349949174362069,-0.24370896142301218,0.03177285138030808,-0.7153922271967381,-0.6337571109328242,-1.0930239172085012,0.8020948468865358,-0.8775258412578193,-0.2549019166125853,0.9623754676317058,2.107288452907888,-0.03559651283177495,0.7588012754590108,0.4539380224786267,0.5412525653389546,1.9773332030807567,1.6606567461050061,0.9072913626033363,-0.10369741261514709,0.3970420279517995,1.200957976033652,1.0828149708869115,0.45611433944228413,1.143906467961986,0.8260105950803456,0.7891377933293992,0.45984977436586605,0.5897511177650069,2.402313525479297,0.1682740874690019,1.9615817221826997,0.4234507112578148,0.15352880401368982,0.8772156635854973,0.42457643750796903,-0.42757937506927024,0.3549310944641124,1.0818546748238225,1.6920876902111577,-0.7130147257945773,-0.41661887605679243,1.1297687299735082,0.7595293433412997,1.6155470594317898,1.5451434352211435,-0.10975573074667216,0.6411810778054396,0.1920956832270234,0.7608662389912102,-0.2757665675697183,0.5107660131541283,-0.020491562809673847,0.5278969448191781,0.27214987026050963,1.299396731713201,0.9600938210030705,1.146321934856118,1.3478653432611511,0.1644714255179196,-0.03363657998335723,0.8176952529157191,0.5197857219007722,1.8029342287069268,0.017451384883472094,0.8541085030548676,1.7398487058526975,0.8797856860252959,0.3966797087255075,0.4269554687087037,0.41065812338776675,0.12345150018384204,0.297357434512883,3.8862689289324917,-0.8850865648995266,1.7548371021360998,0.6264967387479581
